"","sex","age","race","education","PID","PID7","partisan","ascent_D","ascent_R","therm_D","therm_R","meta_prejudice","meta_dehum","political_threats","political_harassment","political_violence","toxic","experiment","version","target_party","condition"
"492","Male","36-40","Asian or Asian American","Bachelor's Degree","Independent",4,0,66,78,67,68,"Neither agree nor disagree ","Neither agree nor disagree ",2,3,4,9,"RTI","Image","Republican","Treatment"
"493","Female","26-30","White,Asian or Asian American","Some college credit, no degree","Democrat",2,1,94,4,97,11," Agree"," Agree",1,1,1,3,"DTV","Vignette","Democrat","Treatment"
"494","Female","51+","Hispanic or Latino/a","Master's Degree","Democrat",2,1,85,85,85,70," Somewhat agree"," Somewhat agree",1,1,1,3,"DTV","Vignette","Democrat","Treatment"
"495","Female","31-35","Asian or Asian American","Master's Degree","Lean Republican",5,1,19,61,16,65,"Agree ","Agree ",2,2,1,5,"RCV","Vignette","Republican","Control"
"496","Male","36-40","White","Master's Degree","Democrat",2,1,85,11,92,14," Agree"," Agree",3,4,4,11,"DCV","Vignette","Democrat","Control"
"497","Male","36-40","Asian or Asian American","Bachelor's Degree","Independent",4,0,71,80,84,76,"Agree ","Agree ",3,2,4,9,"RCV","Vignette","Republican","Control"
"498","Male","26-30","White","Bachelor's Degree","Republican",6,1,89,90,91,91,"Neither agree nor disagree ","Strongly agree ",3,3,4,10,"RCI","Image","Republican","Control"
"499","Female","31-35","Asian or Asian American","Bachelor's Degree","Democrat",2,1,100,25,100,20," Agree"," Somewhat agree",3,2,3,8,"DCI","Image","Democrat","Control"
"500","Female","36-40","Black or African American","Master's Degree","Strong Republican",7,1,70,80,88,78,"Somewhat agree ","Agree ",4,4,4,12,"RTV","Vignette","Republican","Treatment"
"501","Male","51+","Asian or Asian American","Master's Degree","Independent",4,0,75,75,50,50," Agree"," Agree",1,1,1,3,"DTG","Graph","Democrat","Treatment"
"502","Male","36-40","Asian or Asian American","Master's Degree","Independent",4,0,71,79,80,70,"Agree ","Agree ",2,3,2,7,"RTI","Image","Republican","Treatment"
"503","Female","26-30","American Indian or Alaska Native","Bachelor's Degree","Lean Democrat",3,1,93,73,60,78," Agree"," Somewhat agree",2,2,2,6,"DTI","Image","Democrat","Treatment"
"504","Female","18-25","White","Bachelor's Degree","Democrat",2,1,100,100,65,40," Agree"," Neither agree nor disagree",1,1,1,3,"DTV","Vignette","Democrat","Treatment"
"505","Male","36-40","Asian or Asian American","Bachelor's Degree","Democrat",2,1,95,90,80,40," Agree"," Somewhat agree",1,1,1,3,"DTG","Graph","Democrat","Treatment"
"506","Male","51+","White","Master's Degree","Democrat",2,1,100,85,10,70," Agree"," Somewhat agree",1,1,1,3,"DCI","Image","Democrat","Control"
"507","Male","36-40","American Indian or Alaska Native","Bachelor's Degree","Democrat",2,1,100,70,100,80," Agree"," Agree",4,3,3,10,"DCG","Graph","Democrat","Control"
"508","Male","26-30","Asian or Asian American","Bachelor's Degree","Independent",4,0,66,53,59,64," Agree"," Somewhat agree",2,3,3,8,"DTG","Graph","Democrat","Treatment"
"509","Male","51+","White","Associate Degree","Lean Republican",5,1,50,50,50,50,"Somewhat agree ","Neither agree nor disagree ",1,1,1,3,"RCG","Graph","Republican","Control"
"510","Male","36-40","Asian or Asian American","Master's Degree","Independent",4,0,78,74,64,73," Agree"," Agree",3,3,3,9,"DTV","Vignette","Democrat","Treatment"
"511","Male","26-30","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,99,82,87,97," Agree"," Strongly agree",1,2,2,5,"DTG","Graph","Democrat","Treatment"
"512","Male","26-30","Asian or Asian American","Bachelor's Degree","Democrat",2,1,79,60,48,100," Disagree"," Agree",2,3,2,7,"DCV","Vignette","Democrat","Control"
"513","Male","36-40","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,28,37,37,26," Agree"," Neither agree nor disagree",1,2,3,6,"DCI","Image","Democrat","Control"
"514","Male","36-40","Asian or Asian American","Bachelor's Degree","Democrat",2,1,24,37,37,34," Agree"," Somewhat agree",3,2,3,8,"DCV","Vignette","Democrat","Control"
"515","Female","36-40","Asian or Asian American","Bachelor's Degree","Strong Democrat",1,1,29,38,36,28," Agree"," Somewhat agree",2,3,3,8,"DCI","Image","Democrat","Control"
"516","Male","36-40","Asian or Asian American","Bachelor's Degree","Democrat",2,1,35,26,33,37," Agree"," Somewhat agree",2,3,3,8,"DCG","Graph","Democrat","Control"
"517","Male","36-40","Asian or Asian American","Bachelor's Degree","Independent",4,0,81,73,67,60,"Agree ","Neither agree nor disagree ",1,1,1,3,"RTI","Image","Republican","Treatment"
"518","Male","36-40","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,27,33,41,34," Agree"," Somewhat agree",3,2,2,7,"DTG","Graph","Democrat","Treatment"
"519","Male","36-40","Asian or Asian American","Bachelor's Degree","Independent",4,0,77,70,59,65," Agree"," Somewhat agree",3,2,3,8,"DTI","Image","Democrat","Treatment"
"520","Male","36-40","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,23,35,34,41," Agree"," Neither agree nor disagree",2,3,3,8,"DTV","Vignette","Democrat","Treatment"
"521","Female","36-40","Asian or Asian American","Bachelor's Degree","Democrat",2,1,35,25,33,26," Agree"," Somewhat agree",2,3,3,8,"DTV","Vignette","Democrat","Treatment"
"522","Female","36-40","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,100,0,70,0," Somewhat agree"," Somewhat agree",1,1,1,3,"DTG","Graph","Democrat","Treatment"
"523","Male","36-40","Asian or Asian American","Bachelor's Degree","Republican",6,1,53,73,55,45,"Agree ","Somewhat agree ",3,2,4,9,"RTI","Image","Republican","Treatment"
"524","Male","18-25","White","Bachelor's Degree","Strong Democrat",1,1,90,13,48,23," Strongly agree"," Strongly agree",1,1,1,3,"DTV","Vignette","Democrat","Treatment"
"525","Male","36-40","Asian or Asian American","Bachelor's Degree","Independent",4,0,63,68,66,67,"Disagree ","Neither agree nor disagree ",3,3,3,9,"RCV","Vignette","Republican","Control"
"526","Male","41-45","White","Doctorate Degree","Lean Democrat",3,1,78,76,51,51," Somewhat disagree"," Somewhat disagree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"527","Female","26-30","Asian or Asian American","Bachelor's Degree","Democrat",2,1,93,81,83,93," Strongly agree"," Agree",2,2,3,7,"DCG","Graph","Democrat","Control"
"528","Male","26-30","Asian or Asian American","Bachelor's Degree","Independent",4,0,95,50,80,20," Strongly agree"," Strongly agree",1,1,1,3,"DTG","Graph","Democrat","Treatment"
"529","Male","36-40","Asian or Asian American","Bachelor's Degree","Republican",6,1,55,64,59,52,"Agree ","Somewhat agree ",3,2,4,9,"RCG","Graph","Republican","Control"
"530","Male","26-30","White","Master's Degree","Strong Republican",7,1,83,98,96,92,"Strongly agree ","Agree ",3,4,NA,NA,"RCV","Vignette","Republican","Control"
"531","Female","51+","Hispanic or Latino/a","High school graduate, diploma or the equivalent","Republican",6,1,100,100,65,100,"Neither agree nor disagree ","Disagree ",1,1,1,3,"RTI","Image","Republican","Treatment"
"532","Male","31-35","Asian or Asian American","Bachelor's Degree","Independent",4,0,69,56,46,62," Agree"," Somewhat agree",2,3,3,8,"DCV","Vignette","Democrat","Control"
"533","Male","26-30","White","Bachelor's Degree","Democrat",2,1,100,74,100,72," Agree"," Agree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"534","Male","36-40","Asian or Asian American","Bachelor's Degree","Independent",4,0,50,66,41,49,"Agree ","Agree ",2,3,2,7,"RTG","Graph","Republican","Treatment"
"535","Male","36-40","Asian or Asian American","Bachelor's Degree","Independent",4,0,71,68,71,75," Somewhat agree"," Neither agree nor disagree",2,3,3,8,"DCG","Graph","Democrat","Control"
"536","Male","36-40","Asian or Asian American","Bachelor's Degree","Republican",6,1,45,60,63,51,"Strongly agree ","Agree ",3,3,4,10,"RTV","Vignette","Republican","Treatment"
"537","Female","31-35","Asian or Asian American","Bachelor's Degree","Strong Democrat",1,1,100,87,85,97," Agree"," Strongly agree",1,2,2,5,"DTV","Vignette","Democrat","Treatment"
"538","Male","36-40","Asian or Asian American","Bachelor's Degree","Independent",4,0,79,56,60,45," Somewhat agree"," Strongly agree",2,2,3,7,"DCG","Graph","Democrat","Control"
"539","Female","46-50","White","High school graduate, diploma or the equivalent","Independent",4,0,100,80,90,50,"Neither agree nor disagree ","Neither agree nor disagree ",1,1,1,3,"RCG","Graph","Republican","Control"
"540","Male","36-40","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,25,32,36,29," Agree"," Somewhat agree",2,3,3,8,"DTV","Vignette","Democrat","Treatment"
"541","Male","36-40","Black or African American","Master's Degree","Strong Democrat",1,1,75,70,100,1," Neither agree nor disagree"," Somewhat agree",1,1,1,3,"DTV","Vignette","Democrat","Treatment"
"542","Male","36-40","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,33,37,39,31," Agree"," Somewhat agree",2,2,3,7,"DTG","Graph","Democrat","Treatment"
"543","Male","41-45","White","Bachelor's Degree","Independent",4,0,50,50,52,49," Somewhat agree"," Somewhat disagree",2,2,2,6,"DTI","Image","Democrat","Treatment"
"544","Male","26-30","Asian or Asian American","Bachelor's Degree","Independent",4,0,85,75,80,75,"Somewhat agree ","Neither agree nor disagree ",3,2,3,8,"RCG","Graph","Republican","Control"
"545","Male","36-40","Asian or Asian American","Bachelor's Degree","Independent",4,0,80,68,53,67," Strongly agree"," Agree",2,3,2,7,"DCV","Vignette","Democrat","Control"
"546","Male","31-35","White","Some college credit, no degree","Lean Democrat",3,1,96,93,41,23," Somewhat agree"," Somewhat agree",2,2,2,6,"DTG","Graph","Democrat","Treatment"
"547","Female","26-30","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,27,33,26,24," Strongly agree"," Agree",1,2,1,4,"DTI","Image","Democrat","Treatment"
"548","Male","36-40","Asian or Asian American","Bachelor's Degree","Independent",4,0,63,78,81,76,"Neither agree nor disagree ","Somewhat agree ",3,3,3,9,"RCG","Graph","Republican","Control"
"549","Male","41-45","White","Bachelor's Degree","Democrat",2,1,77,40,76,13," Strongly agree"," Somewhat disagree",1,2,1,4,"DCV","Vignette","Democrat","Control"
"550","Female","26-30","White","Some college credit, no degree","Strong Republican",7,1,10,90,2,95,"Strongly agree ","Strongly agree ",1,1,1,3,"RCV","Vignette","Republican","Control"
"551","Male","36-40","White","Bachelor's Degree","Strong Democrat",1,1,100,10,100,6," Strongly agree"," Strongly agree",1,1,1,3,"DCI","Image","Democrat","Control"
"552","Male","26-30","Asian or Asian American","Bachelor's Degree","Independent",4,0,85,72,84,75," Somewhat agree"," Neither agree nor disagree",3,2,NA,NA,"DCV","Vignette","Democrat","Control"
"553","Male","26-30","Asian or Asian American","Bachelor's Degree","Republican",6,1,61,76,71,55,"Agree ","Somewhat agree ",2,2,3,7,"RTG","Graph","Republican","Treatment"
"554","Male","31-35","Asian or Asian American","Bachelor's Degree","Independent",4,0,86,76,54,70," Agree"," Strongly agree",2,3,2,7,"DCV","Vignette","Democrat","Control"
"555","Male","36-40","Asian or Asian American","Bachelor's Degree","Independent",4,0,45,55,48,36,"Agree ","Strongly agree ",3,3,2,8,"RTG","Graph","Republican","Treatment"
"556","Female","36-40","Asian or Asian American","Bachelor's Degree","Republican",6,1,59,69,75,60,"Agree ","Somewhat agree ",3,3,4,10,"RCG","Graph","Republican","Control"
"557","Non-binary / third gender","26-30","White","Associate Degree","Independent",4,0,100,100,81,0,"Strongly agree ","Disagree ",1,1,1,3,"RCV","Vignette","Republican","Control"
"558","Female","31-35","White","Bachelor's Degree","Strong Democrat",1,1,93,56,76,55," Agree"," Agree",1,1,1,3,"DCG","Graph","Democrat","Control"
"559","Male","26-30","White","Master's Degree","Republican",6,1,79,96,43,88,"Neither agree nor disagree ","Neither agree nor disagree ",2,2,2,6,"RTV","Vignette","Republican","Treatment"
"560","Female","36-40","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,34,46,39,28," Agree"," Somewhat agree",2,3,2,7,"DCI","Image","Democrat","Control"
"561","Male","31-35","Hispanic or Latino/a","Bachelor's Degree","Democrat",2,1,70,52,42,67," Neither agree nor disagree"," Somewhat agree",3,3,2,8,"DTI","Image","Democrat","Treatment"
"562","Male","51+","White","Master's Degree","Strong Democrat",1,1,92,27,93,20," Agree"," Neither agree nor disagree",3,2,2,7,"DCV","Vignette","Democrat","Control"
"563","Female","31-35","Asian or Asian American","Bachelor's Degree","Republican",6,1,32,89,24,90,"Somewhat agree ","Somewhat agree ",4,1,1,6,"RTG","Graph","Republican","Treatment"
"564","Male","18-25","Black or African American","Master's Degree","Strong Democrat",1,1,100,49,100,0," Strongly agree"," Strongly agree",1,1,1,3,"DTG","Graph","Democrat","Treatment"
"565","Male","26-30","White","Bachelor's Degree","Democrat",2,1,85,25,90,20," Agree"," Neither agree nor disagree",1,1,1,3,"DTI","Image","Democrat","Treatment"
"566","Male","41-45","Asian or Asian American","Bachelor's Degree","Democrat",2,1,99,72,100,9," Neither agree nor disagree"," Neither agree nor disagree",2,3,2,7,"DCV","Vignette","Democrat","Control"
"567","Male","26-30","Asian or Asian American","Bachelor's Degree","Republican",6,1,49,70,71,88,"Strongly agree ","Somewhat agree ",3,2,3,8,"RCV","Vignette","Republican","Control"
"568","Female","51+","White","Master's Degree","Democrat",2,1,91,56,95,84," Strongly agree"," Agree",3,4,4,11,"DTG","Graph","Democrat","Treatment"
"569","Male","41-45","White","Bachelor's Degree","Democrat",2,1,80,30,10,70," Strongly agree"," Strongly agree",1,1,1,3,"DTV","Vignette","Democrat","Treatment"
"570","Male","26-30","Asian or Asian American","Bachelor's Degree","Democrat",2,1,57,49,43,49," Agree"," Somewhat agree",2,3,2,7,"DCG","Graph","Democrat","Control"
"571","Male","31-35","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,90,74,60,30," Agree"," Somewhat agree",1,1,1,3,"DTG","Graph","Democrat","Treatment"
"572","Male","31-35","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,63,52,63,62," Neither agree nor disagree"," Neither agree nor disagree",2,2,3,7,"DCV","Vignette","Democrat","Control"
"573","Male","31-35","White","Bachelor's Degree","Democrat",2,1,94,82,50,74," Somewhat agree"," Somewhat agree",3,3,3,9,"DTV","Vignette","Democrat","Treatment"
"574","Male","51+","Asian or Asian American","Master's Degree","Independent",4,0,90,90,71,40," Agree"," Strongly disagree",1,1,1,3,"DCG","Graph","Democrat","Control"
"575","Male","18-25","Black or African American","Some college credit, no degree","Lean Democrat",3,1,100,100,81,65," Somewhat agree"," Strongly disagree",1,1,1,3,"DCG","Graph","Democrat","Control"
"576","Male","36-40","Asian or Asian American","Associate Degree","Democrat",2,1,95,85,80,70," Neither agree nor disagree"," Neither agree nor disagree",2,2,3,7,"DTI","Image","Democrat","Treatment"
"577","Male","18-25","Other","Bachelor's Degree","Lean Democrat",3,1,80,26,71,34," Somewhat agree"," Agree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"578","Male","26-30","White","Bachelor's Degree","Independent",4,0,100,100,49,50,"Agree ","Neither agree nor disagree ",1,1,1,3,"RCV","Vignette","Republican","Control"
"579","Female","36-40","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,92,1,91,0," Strongly agree"," Strongly agree",1,1,1,3,"DCG","Graph","Democrat","Control"
"580","Male","18-25","Hispanic or Latino/a","Bachelor's Degree","Independent",4,0,73,59,64,46," Neither agree nor disagree"," Somewhat agree",2,2,3,7,"DTI","Image","Democrat","Treatment"
"581","Male","51+","White","Master's Degree","Democrat",2,1,100,90,59,3," Agree"," Somewhat agree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"582","Male","51+","White","Doctorate Degree","Republican",6,1,100,100,76,90,"Somewhat agree ","Somewhat agree ",1,1,1,3,"RTV","Vignette","Republican","Treatment"
"583","Female","31-35","Asian or Asian American","High school graduate, diploma or the equivalent","Strong Republican",7,1,63,98,92,50,"Somewhat disagree ","Strongly disagree ",1,1,1,3,"RCG","Graph","Republican","Control"
"584","Female","26-30","Black or African American","Bachelor's Degree","Republican",6,1,28,95,87,92,"Strongly agree ","Agree ",4,3,4,11,"RTG","Graph","Republican","Treatment"
"585","Female","36-40","White","Bachelor's Degree","Strong Democrat",1,1,100,85,75,100," Somewhat agree"," Agree",2,2,3,7,"DCV","Vignette","Democrat","Control"
"586","Male","31-35","Asian or Asian American","Bachelor's Degree","Democrat",2,1,100,85,100,31," Strongly agree"," Strongly disagree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"587","Female","36-40","Black or African American","Master's Degree","Democrat",2,1,100,100,92,20," Somewhat agree"," Disagree",1,1,1,3,"DCI","Image","Democrat","Control"
"588","Male","31-35","Asian or Asian American","Master's Degree","Independent",4,0,49,42,41,31," Somewhat agree"," Somewhat agree",2,3,4,9,"DCV","Vignette","Democrat","Control"
"589","Female","31-35","White","Bachelor's Degree","Strong Republican",7,1,82,89,96,53,"Somewhat agree ","Somewhat agree ",2,3,NA,NA,"RCV","Vignette","Republican","Control"
"590","Female","31-35","White","Master's Degree","Lean Democrat",3,1,88,64,79,22," Agree"," Somewhat agree",1,1,1,3,"DTV","Vignette","Democrat","Treatment"
"591","Male","31-35","Asian or Asian American","Bachelor's Degree","Democrat",2,1,55,52,48,44," Agree"," Somewhat agree",2,3,3,8,"DTI","Image","Democrat","Treatment"
"592","Male","26-30","White","Master's Degree","Strong Democrat",1,1,89,40,93,37," Agree"," Agree",3,3,3,9,"DTV","Vignette","Democrat","Treatment"
"593","Male","18-25","White","High school graduate, diploma or the equivalent","Republican",6,1,100,100,60,90,"Somewhat agree ","Somewhat agree ",1,1,1,3,"RCI","Image","Republican","Control"
"594","Male","51+","White","Associate Degree","Independent",4,0,99,100,0,10," Agree"," Strongly disagree",1,1,1,3,"DCI","Image","Democrat","Control"
"595","Female","26-30","White","Bachelor's Degree","Independent",4,0,100,100,0,0,"Strongly agree ","Agree ",3,2,3,8,"RCI","Image","Republican","Control"
"596","Male","26-30","White,Asian or Asian American","Bachelor's Degree","Democrat",2,1,91,66,95,70," Somewhat agree"," Agree",3,2,4,9,"DTI","Image","Democrat","Treatment"
"597","Male","18-25","Asian or Asian American","Bachelor's Degree","Independent",4,0,68,80,85,89," Agree"," Agree",3,2,NA,NA,"DTG","Graph","Democrat","Treatment"
"598","Male","41-45","White","Master's Degree","Democrat",2,1,98,68,81,72," Agree"," Agree",3,3,3,9,"DTG","Graph","Democrat","Treatment"
"599","Male","46-50","White","Master's Degree","Strong Democrat",1,1,24,100,72,0," Somewhat agree"," Somewhat disagree",3,4,NA,NA,"DCG","Graph","Democrat","Control"
"600","Female","36-40","White","High school graduate, diploma or the equivalent","Democrat",2,1,100,100,62,30," Agree"," Agree",1,1,1,3,"DCI","Image","Democrat","Control"
"601","Male","18-25","Asian or Asian American","Bachelor's Degree","Republican",6,1,84,92,56,82,"Agree ","Strongly agree ",2,3,NA,NA,"RCI","Image","Republican","Control"
"602","Female","18-25","White","High school graduate, diploma or the equivalent","Strong Democrat",1,1,89,88,51,3," Strongly agree"," Strongly agree",1,1,2,4,"DCI","Image","Democrat","Control"
"603","Male","31-35","White","Some college credit, no degree","Lean Democrat",3,1,50,4,31,0," Strongly agree"," Strongly agree",1,1,1,3,"DTG","Graph","Democrat","Treatment"
"604","Male","31-35","White","Bachelor's Degree","Democrat",2,1,74,51,81,91," Somewhat disagree"," Strongly agree",4,3,4,11,"DTI","Image","Democrat","Treatment"
"605","Male","36-40","Black or African American","Some college credit, no degree","Strong Democrat",1,1,97,74,84,83," Agree"," Agree",4,4,NA,NA,"DTV","Vignette","Democrat","Treatment"
"606","Male","18-25","Asian or Asian American","Bachelor's Degree","Democrat",2,1,52,44,54,46," Agree"," Somewhat agree",2,3,2,7,"DCV","Vignette","Democrat","Control"
"607","Male","36-40","Asian or Asian American","Bachelor's Degree","Democrat",2,1,56,25,64,8," Somewhat agree"," Somewhat agree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"608","Male","31-35","White","Bachelor's Degree","Strong Republican",7,1,95,81,90,70,"Agree ","Strongly agree ",3,3,3,9,"RCG","Graph","Republican","Control"
"609","Male","36-40","White","Bachelor's Degree","Independent",4,0,50,50,55,50,"Neither agree nor disagree ","Neither agree nor disagree ",1,1,1,3,"RTV","Vignette","Republican","Treatment"
"610","Female","26-30","Asian or Asian American","Master's Degree","Democrat",2,1,91,81,75,90," Agree"," Agree",3,3,3,9,"DTI","Image","Democrat","Treatment"
"611","Male","51+","White","Bachelor's Degree","Strong Democrat",1,1,100,21,88,36," Somewhat agree"," Agree",2,2,3,7,"DCG","Graph","Democrat","Control"
"612","Male","36-40","White","Bachelor's Degree","Republican",6,1,73,87,82,61,"Somewhat agree ","Agree ",2,3,3,8,"RTV","Vignette","Republican","Treatment"
"613","Female","41-45","American Indian or Alaska Native","Master's Degree","Democrat",2,1,92,40,95,10," Strongly agree"," Agree",1,1,1,3,"DCI","Image","Democrat","Control"
"614","Male","36-40","Asian or Asian American","Bachelor's Degree","Independent",4,0,82,67,47,64," Somewhat disagree"," Somewhat agree",3,2,4,9,"DCI","Image","Democrat","Control"
"615","Male","31-35","Asian or Asian American","Bachelor's Degree","Democrat",2,1,91,68,87,73," Agree"," Agree",1,1,1,3,"DCG","Graph","Democrat","Control"
"616","Male","36-40","Asian or Asian American","Master's Degree","Strong Democrat",1,1,80,70,80,70," Agree"," Somewhat agree",2,3,2,7,"DCV","Vignette","Democrat","Control"
"617","Male","31-35","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,90,67,90,66," Somewhat disagree"," Somewhat agree",3,2,4,9,"DCV","Vignette","Democrat","Control"
"618","Male","26-30","Asian or Asian American","Bachelor's Degree","Democrat",2,1,74,59,59,79," Somewhat agree"," Agree",2,3,2,7,"DCV","Vignette","Democrat","Control"
"619","Male","31-35","White","Bachelor's Degree","Lean Democrat",3,1,70,41,15,5," Agree"," Disagree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"620","Female","51+","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,79,75,78,16," Agree"," Somewhat disagree",1,1,1,3,"DTI","Image","Democrat","Treatment"
"621","Male","36-40","White","Master's Degree","Democrat",2,1,82,29,82,18," Agree"," Agree",3,4,4,11,"DTV","Vignette","Democrat","Treatment"
"622","Male","31-35","White","Master's Degree","Democrat",2,1,83,65,72,24," Agree"," Agree",1,1,1,3,"DCG","Graph","Democrat","Control"
"623","Female","31-35","White","Master's Degree","Democrat",2,1,94,59,65,88," Agree"," Somewhat agree",2,3,2,7,"DCV","Vignette","Democrat","Control"
"624","Female","51+","White","Bachelor's Degree","Democrat",2,1,98,88,90,70," Disagree"," Disagree",1,1,1,3,"DCI","Image","Democrat","Control"
"625","Female","36-40","White","Master's Degree","Strong Democrat",1,1,100,89,90,4," Agree"," Disagree",1,1,1,3,"DCI","Image","Democrat","Control"
"626","Male","51+","White","Bachelor's Degree","Democrat",2,1,88,49,80,70," Neither agree nor disagree"," Agree",1,3,4,8,"DCG","Graph","Democrat","Control"
"627","Male","31-35","White","Bachelor's Degree","Lean Democrat",3,1,93,74,70,46," Strongly agree"," Agree",1,1,1,3,"DTV","Vignette","Democrat","Treatment"
"628","Female","51+","White","Bachelor's Degree","Democrat",2,1,95,70,95,60," Somewhat agree"," Somewhat agree",2,3,4,9,"DTI","Image","Democrat","Treatment"
"629","Female","36-40","White","Master's Degree","Strong Democrat",1,1,100,50,95,68," Somewhat agree"," Neither agree nor disagree",2,2,4,8,"DTG","Graph","Democrat","Treatment"
"630","Female","46-50","White","Associate Degree","Lean Republican",5,1,83,95,53,89,"Somewhat agree ","Disagree ",1,1,1,3,"RTI","Image","Republican","Treatment"
"631","Male","41-45","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,100,100,80,45," Somewhat agree"," Somewhat agree",1,1,1,3,"DTG","Graph","Democrat","Treatment"
"632","Female","41-45","Black or African American","Doctorate Degree","Strong Democrat",1,1,74,26,65,0," Strongly agree"," Somewhat agree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"633","Female","26-30","White","Master's Degree","Strong Democrat",1,1,100,44,100,13," Disagree"," Somewhat agree",3,3,3,9,"DTV","Vignette","Democrat","Treatment"
"634","Female","36-40","American Indian or Alaska Native","Associate Degree","Democrat",2,1,47,38,35,37," Strongly agree"," Somewhat agree",3,4,2,9,"DCV","Vignette","Democrat","Control"
"635","Female","41-45","White","Bachelor's Degree","Democrat",2,1,85,74,95,62," Neither agree nor disagree"," Agree",3,3,4,10,"DTI","Image","Democrat","Treatment"
"636","Male","31-35","Hispanic or Latino/a","High school graduate, diploma or the equivalent","Independent",4,0,80,80,51,50,"Neither agree nor disagree ","Neither agree nor disagree ",1,1,1,3,"RTG","Graph","Republican","Treatment"
"637","Female","26-30","White","Associate Degree","Strong Democrat",1,1,100,0,100,0," Strongly agree"," Strongly agree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"638","Male","36-40","White","Master's Degree","Democrat",2,1,100,100,90,89," Disagree"," Disagree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"639","Male","31-35","Asian or Asian American","Bachelor's Degree","Republican",6,1,94,15,61,62,"Agree ","Disagree ",1,1,1,3,"RTV","Vignette","Republican","Treatment"
"640","Male","46-50","White","Master's Degree","Democrat",2,1,75,61,71,81," Somewhat agree"," Agree",3,3,4,10,"DCG","Graph","Democrat","Control"
"641","Female","26-30","Black or African American","Bachelor's Degree","Strong Democrat",1,1,100,50,100,0," Strongly agree"," Strongly agree",1,1,1,3,"DCV","Vignette","Democrat","Control"
"642","Male","26-30","Black or African American","Bachelor's Degree","Strong Republican",7,1,38,90,52,84,"Strongly agree ","Disagree ",2,3,4,9,"RTG","Graph","Republican","Treatment"
"643","Male","26-30","Asian or Asian American","Master's Degree","Independent",4,0,69,55,49,64," Agree"," Somewhat agree",2,3,3,8,"DCI","Image","Democrat","Control"
"644","Male","41-45","White","Bachelor's Degree","Republican",6,1,56,78,51,91,"Somewhat agree ","Strongly agree ",3,2,NA,NA,"RTG","Graph","Republican","Treatment"
"645","Female","51+","White","Bachelor's Degree","Republican",6,1,38,93,51,62,"Disagree ","Somewhat agree ",3,2,3,8,"RCI","Image","Republican","Control"
"646","Male","36-40","White","Bachelor's Degree","Democrat",2,1,91,88,58,73," Agree"," Agree",3,3,2,8,"DTV","Vignette","Democrat","Treatment"
"647","Female","31-35","White","Associate Degree","Lean Democrat",3,1,100,100,50,50," Somewhat agree"," Somewhat agree",1,1,1,3,"DTG","Graph","Democrat","Treatment"
"648","Male","26-30","Asian or Asian American","Bachelor's Degree","Lean Democrat",3,1,90,90,52,48," Somewhat agree"," Somewhat agree",1,1,1,3,"DTI","Image","Democrat","Treatment"
"649","Male","36-40","Asian or Asian American","Bachelor's Degree","Independent",4,0,78,70,40,40,"Agree ","Somewhat agree ",2,2,3,7,"RTG","Graph","Republican","Treatment"
"650","Male","26-30","White","","Republican",6,1,75,59,78,85,"Agree ","Strongly agree ",3,2,3,8,"RTG","Graph","Republican","Treatment"
"651","Female","31-35","White","Bachelor's Degree","Democrat",2,1,88,38,94,18," Agree"," Agree",1,2,1,4,"DCI","Image","Democrat","Control"
"652","Female","26-30","White","Bachelor's Degree","Democrat",2,1,90,99,75,93," Somewhat disagree"," Somewhat agree",3,2,3,8,"DCV","Vignette","Democrat","Control"
"653","Male","36-40","White","Some college credit, no degree","Independent",4,0,67,50,60,50," Strongly agree"," Neither agree nor disagree",1,1,1,3,"DTI","Image","Democrat","Treatment"
"654","Male","31-35","Asian or Asian American","Master's Degree","Democrat",2,1,100,50,50,50," Neither agree nor disagree"," Neither agree nor disagree",1,1,1,3,"DTI","Image","Democrat","Treatment"
