StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Informed Consent,Sex,Age,Race,Education,PID,Q40_1,Q40_3,Q37_1,Q37_3,Q36,Q35,Q56,Q57,Q58,Q42_1,Q42_3,Q50_1,Q50_3,Q51,Q52,Q32,Q33,Q34,Q41,Q42,Q43,Q47,Q48,Q49,Q46,Q45,Q44,SurveyID,FL_36_DO,FL_37_DO,FL_40_DO,FL_53_DO,FL_38_DO,FL_41_DO,FL_67_DO,FL_39_DO,FL_42_DO,FL_81_DO,FL_17_DO,FL_28_DO,FL_29_DO,FL_30_DO,FL_18_DO,FL_20_DO,FL_21_DO,FL_22_DO
4/11/2021 21:29,4/11/2021 21:30,IP Address,157.51.143.0,100,57,TRUE,4/11/2021 21:30,R_3je7MTsk0DBVyb6,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,26-30,Asian or Asian American,Master's Degree,Democrat,,,,,,,3,3,3,81,91,75,90,Agree,Agree,Somewhat satisfied,Somewhat agree,One of the best,,,,,,,,,,872241,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 21:24,4/11/2021 21:30,IP Address,12.205.151.223,100,397,TRUE,4/11/2021 21:30,R_3RmgbLeh2ioba0z,,,,,37.77940369,-122.4176025,anonymous,EN,Start the survey,Male,51+,White,Bachelor's Degree,Strong Democrat,,,,,,,2,2,3,21,100,88,36,Somewhat agree,Agree,,,,,,,,,,,,,584110,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 21:29,4/11/2021 21:33,IP Address,216.250.248.247,100,273,TRUE,4/11/2021 21:33,R_2WMSjtnsX7xXPlN,,,,,37.75100708,-97.8219986,anonymous,EN,Start the survey,Male,36-40,White,Bachelor's Degree,Republican,73,87,61,82,Somewhat agree,Agree,2,3,3,,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,Neither agree nor disagree,276576,,,,,,,,,,,,,,,FL_21,,RTV,
4/11/2021 21:27,4/11/2021 21:33,IP Address,172.106.34.213,100,401,TRUE,4/11/2021 21:33,R_2WGMtZUUD35RdtX,,,,,37.75100708,-97.8219986,anonymous,EN,Start the survey,Female,41-45,American Indian or Alaska Native,Master's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),40,92,95,10,Strongly agree,Agree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,672946,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 21:34,4/11/2021 21:35,IP Address,103.77.37.153,100,73,TRUE,4/11/2021 21:35,R_3qOoQjE2aM9YWPb,,,,,11.10670471,77.35449219,anonymous,EN,Start the survey,Male,36-40,Asian or Asian American,Bachelor's Degree,Independent,,,,,,,3,2,4,67,82,47,64,Somewhat disagree,Somewhat agree,Somewhat satisfied,Neither agree nor disagree,Below average,,,,,,,,,,610167,FL_37,FL_40,DCI,,,,,,,,,,,,,,,
4/11/2021 21:36,4/11/2021 21:36,IP Address,98.14.147.148,100,38,TRUE,4/11/2021 21:36,R_CaayySsW1IhX3Tr,,,,,40.73640442,-73.86949921,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),68,91,87,73,Agree,Agree,,,,,,,,,,,,,641263,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 21:34,4/11/2021 21:37,IP Address,112.133.236.209,100,163,TRUE,4/11/2021 21:37,R_124PIZX1876NUOh,,,,,10.36309814,77.9854126,anonymous,EN,Start the survey,Male,36-40,Asian or Asian American,Master's Degree,Strong Democrat,,,,,,,2,3,2,70,80,80,70,Agree,Somewhat agree,,,,,,,Somewhat agree,Strongly agree,Strongly agree,,,,380172,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 21:21,4/11/2021 21:37,IP Address,103.77.37.136,100,972,TRUE,4/11/2021 21:37,R_22Q8lWKPWvmbHgA,,,,,11.10670471,77.35449219,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Lean Democrat,,,,,,,3,2,4,67,90,90,66,Somewhat disagree,Somewhat agree,,,,,,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,,,681392,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 21:35,4/11/2021 21:37,IP Address,106.195.45.146,100,109,TRUE,4/11/2021 21:37,R_1eVmkeafal9Zi4k,,,,,11.01019287,76.97009277,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,2,3,2,59,74,59,79,Somewhat agree,Agree,,,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,248030,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 21:33,4/11/2021 21:37,IP Address,24.228.216.203,100,292,TRUE,4/11/2021 21:37,R_3GuACZz4jWzGW3V,,,,,41.0941925,-73.52030182,anonymous,EN,Start the survey,Male,31-35,White,Bachelor's Degree,Lean Democrat,,,,,,,1 (never),1 (never),1 (not at all),41,70,15,5,Agree,Disagree,,,,,,,Somewhat agree,Somewhat disagree,Strongly disagree,,,,476359,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 21:35,4/11/2021 21:38,IP Address,96.41.109.33,100,154,TRUE,4/11/2021 21:38,R_3dZgvC2NDlqv7CM,,,,,34.10209656,-118.0474014,anonymous,EN,Start the survey,Female,51+,Asian or Asian American,Bachelor's Degree,Lean Democrat,,,,,,,1 (never),1 (never),1 (not at all),75,79,78,16,Agree,Somewhat disagree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,326999,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 21:37,4/11/2021 21:38,IP Address,196.17.67.220,100,46,TRUE,4/11/2021 21:38,R_24NIabVlXuvsxu4,,,,,34.05439758,-118.2440033,anonymous,EN,Start the survey,Male,36-40,White,Master's Degree,Democrat,,,,,,,3,4 (always),4,29,82,82,18,Agree,Agree,,,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,,293058,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 21:38,4/11/2021 21:38,IP Address,71.234.208.24,100,35,TRUE,4/11/2021 21:38,R_1gtO4WOU2LcSImb,,,,,41.53619385,-72.08329773,anonymous,EN,Start the survey,Male,31-35,White,Master's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),65,83,72,24,Agree,Agree,,,,,,,,,,,,,497124,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 21:35,4/11/2021 21:39,IP Address,208.203.212.162,100,246,TRUE,4/11/2021 21:39,R_3EYD1ZKPYTX5rzJ,,,,,39.98449707,-75.58599854,anonymous,EN,Start the survey,Female,31-35,White,Master's Degree,Democrat,,,,,,,2,3,2,59,94,65,88,Agree,Somewhat agree,,,,,,,Somewhat agree,Neither agree nor disagree,Strongly agree,,,,900042,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 21:37,4/11/2021 21:39,IP Address,24.220.111.221,100,158,TRUE,4/11/2021 21:39,R_byH1VuDxsaqVfxv,,,,,45.46359253,-98.48290253,anonymous,EN,Start the survey,Female,51+,White,Bachelor's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),88,98,90,70,Disagree,Disagree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,923364,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 21:38,4/11/2021 21:39,IP Address,24.90.89.214,100,92,TRUE,4/11/2021 21:39,R_2Es28oV0bfROAKW,,,,,40.7098999,-73.95909882,anonymous,EN,Start the survey,Female,36-40,White,Master's Degree,Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),89,100,90,4,Agree,Disagree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,969194,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 21:37,4/11/2021 21:41,IP Address,38.115.2.130,100,199,TRUE,4/11/2021 21:41,R_2SH6ynMof3I5qgJ,,,,,39.94859314,-75.23390198,anonymous,EN,Start the survey,Male,51+,White,Bachelor's Degree,Democrat,,,,,,,1 (never),3,4,49,88,80,70,Neither agree nor disagree,Agree,,,,,,,,,,,,,795708,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 21:40,4/11/2021 21:42,IP Address,75.83.84.2,100,98,TRUE,4/11/2021 21:42,R_1111pdGwmC0M9rZ,,,,,34.14729309,-118.8343964,anonymous,EN,Start the survey,Male,31-35,White,Bachelor's Degree,Lean Democrat,,,,,,,1 (never),1 (never),1 (not at all),74,93,70,46,Strongly agree,Agree,,,,,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,764366,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 21:34,4/11/2021 21:42,IP Address,64.187.233.92,100,473,TRUE,4/11/2021 21:42,R_2TuTbdWgxm2k09K,,,,,41.84829712,-87.65170288,anonymous,EN,Start the survey,Female,51+,White,Bachelor's Degree,Democrat,,,,,,,2,3,4,70,95,95,60,Somewhat agree,Somewhat agree,Neither satisfied nor dissatisfied,Neither agree nor disagree,Average,,,,,,,,,,847105,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 21:37,4/11/2021 21:43,IP Address,50.231.89.131,100,392,TRUE,4/11/2021 21:43,R_1FzBujcOfGGZc7h,,,,,33.89830017,-84.58930206,anonymous,EN,Start the survey,Female,36-40,White,Master's Degree,Strong Democrat,,,,,,,2,2,4,50,100,95,68,Somewhat agree,Neither agree nor disagree,,,,,,,,,,,,,733415,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 21:42,4/11/2021 21:43,IP Address,172.56.11.198,100,107,TRUE,4/11/2021 21:43,R_Y5Hw7H4AdiEJj8t,,,,,42.33630371,-83.13480377,anonymous,EN,Start the survey,Female,46-50,White,Associate Degree,Lean Republican,83,95,89,53,Somewhat agree,Disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,Extremely dissatisfied,Somewhat disagree,Below average,,,,,,,607156,,,,,,,,,,,,,,,FL_20,RTI,,
4/11/2021 21:42,4/11/2021 21:43,IP Address,98.151.19.60,100,113,TRUE,4/11/2021 21:43,R_3Hn5dtKkbwP0Nez,,,,,21.39079285,-157.933197,anonymous,EN,Start the survey,Male,41-45,Asian or Asian American,Bachelor's Degree,Lean Democrat,,,,,,,1 (never),1 (never),1 (not at all),100,100,80,45,Somewhat agree,Somewhat agree,,,,,,,,,,,,,511829,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 21:38,4/11/2021 21:43,IP Address,68.175.111.198,100,307,TRUE,4/11/2021 21:43,R_aafSJ1L8CEPmKvT,,,,,40.70329285,-73.80380249,anonymous,EN,Start the survey,Female,41-45,Black or African American,Doctorate Degree,Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),26,74,65,0,Strongly agree,Somewhat agree,,,,,,,Strongly disagree,Neither agree nor disagree,Somewhat agree,,,,201301,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 21:39,4/11/2021 21:45,IP Address,50.228.255.120,100,341,TRUE,4/11/2021 21:45,R_T2am2jRNEaIO6wF,,,,,39.94580078,-74.90419769,anonymous,EN,Start the survey,Female,26-30,White,Master's Degree,Strong Democrat,,,,,,,3,3,3,44,100,100,13,Disagree,Somewhat agree,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,,,,225176,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 21:45,4/11/2021 21:45,IP Address,76.30.41.213,100,31,TRUE,4/11/2021 21:45,R_ClUWbHF0MQ8aCK5,,,,,29.83309937,-95.74980164,anonymous,EN,Start the survey,Female,36-40,American Indian or Alaska Native,Associate Degree,Democrat,,,,,,,3,4 (always),2,38,47,35,37,Strongly agree,Somewhat agree,,,,,,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,,,790176,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 21:41,4/11/2021 21:46,IP Address,12.205.151.133,100,271,TRUE,4/11/2021 21:46,R_3fq0mCowPFKvMK9,,,,,37.77940369,-122.4176025,anonymous,EN,Start the survey,Female,41-45,White,Bachelor's Degree,Democrat,,,,,,,3,3,4,74,85,95,62,Neither agree nor disagree,Agree,Somewhat satisfied,Somewhat agree,One of the best,,,,,,,,,,176725,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 21:44,4/11/2021 21:46,IP Address,174.250.6.3,100,130,TRUE,4/11/2021 21:46,R_1lzxMLVwjiC2lha,,,,,37.75100708,-97.8219986,anonymous,EN,Start the survey,Male,31-35,Hispanic or Latino/a,"High school graduate, diploma or the equivalent",Independent,80,80,50,51,Neither agree nor disagree,Neither agree nor disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,,,,106871,FL_39,,,,,,,FL_42,RTG,,,,,,,,,
4/11/2021 21:44,4/11/2021 21:46,IP Address,69.23.105.215,100,105,TRUE,4/11/2021 21:46,R_3kocnB9czptmzPp,,,,,44.18069458,-88.47599792,anonymous,EN,Start the survey,Female,26-30,White,Associate Degree,Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),0,100,100,0,Strongly agree,Strongly agree,,,,,,,Strongly disagree,Strongly agree,Strongly agree,,,,487865,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 21:46,4/11/2021 21:49,IP Address,104.220.120.79,100,162,TRUE,4/11/2021 21:49,R_DVnk3RhrsXJwuJz,,,,,38.91299438,-121.0845947,anonymous,EN,Start the survey,Male,36-40,White,Master's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),100,100,90,89,Disagree,Disagree,,,,,,,Strongly agree,Neither agree nor disagree,Strongly disagree,,,,495974,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 21:46,4/11/2021 21:49,IP Address,117.254.213.58,100,155,TRUE,4/11/2021 21:49,R_3DqLtIDP8yYEwGp,,,,,22.30050659,73.20399475,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Republican,94,15,62,61,Agree,Disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,893936,,,,,,,,,,,,,,,FL_21,,RTV,
4/11/2021 21:47,4/11/2021 21:49,IP Address,172.93.164.32,100,96,TRUE,4/11/2021 21:49,R_3m4TDGTSRGfJKQp,,,,,37.33869934,-121.8914032,anonymous,EN,Start the survey,Male,46-50,White,Master's Degree,Democrat,,,,,,,3,3,4,61,75,71,81,Somewhat agree,Agree,,,,,,,,,,,,,102946,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 21:43,4/11/2021 21:49,IP Address,207.244.71.81,100,328,TRUE,4/11/2021 21:49,R_3kIl5kJyiEKXM1N,,,,,37.75100708,-97.8219986,anonymous,EN,Start the survey,Female,26-30,Black or African American,Bachelor's Degree,Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),50,100,100,0,Strongly agree,Strongly agree,,,,,,,Strongly disagree,Strongly agree,Strongly agree,,,,813735,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 21:45,4/11/2021 21:49,IP Address,207.244.71.80,100,215,TRUE,4/11/2021 21:49,R_3lFakGIei6i32P1,,,,,37.75100708,-97.8219986,anonymous,EN,Start the survey,Male,26-30,Black or African American,Bachelor's Degree,Strong Republican,38,90,84,52,Strongly agree,Disagree,2,3,4,,,,,,,,,,,,,,,,,,,432734,,,,,,,,,,,,,,,FL_22,,,RTG
4/11/2021 20:55,4/11/2021 21:49,IP Address,47.29.18.196,100,3215,TRUE,4/11/2021 21:49,R_2SpoPDlBh1WKGZT,,,,,24.80900574,93.94070435,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Master's Degree,Independent,,,,,,,2,3,3,55,69,49,64,Agree,Somewhat agree,Somewhat satisfied,Somewhat agree,Average,,,,,,,,,,362323,FL_37,FL_40,DCI,,,,,,,,,,,,,,,
4/11/2021 21:47,4/11/2021 21:49,IP Address,208.203.212.36,100,104,TRUE,4/11/2021 21:49,R_3EcCvNnLK9tNuS3,,,,,39.98449707,-75.58599854,anonymous,EN,Start the survey,Male,41-45,White,Bachelor's Degree,Republican,56,78,91,51,Somewhat agree,Strongly agree,3,2,5 (a great deal),,,,,,,,,,,,,,,,,,,902335,,,,,,,,,,,,,,,FL_22,,,RTG
4/11/2021 21:42,4/11/2021 21:51,IP Address,23.83.133.188,100,505,TRUE,4/11/2021 21:51,R_3nA9G3d6maIwDrd,,,,,33.43800354,-111.7117996,anonymous,EN,Start the survey,Female,51+,White,Bachelor's Degree,Republican,38,93,62,51,Disagree,Somewhat agree,3,2,3,,,,,,,,,,Somewhat satisfied,Somewhat agree,Average,,,,,,,207736,,,,,,,,,,,,,,,FL_20,RCI,,
4/11/2021 21:50,4/11/2021 21:51,IP Address,192.154.206.50,100,46,TRUE,4/11/2021 21:51,R_ROziMSl3X09wE8h,,,,,36.10079956,-115.1364975,anonymous,EN,Start the survey,Male,36-40,White,Bachelor's Degree,Democrat,,,,,,,3,3,2,88,91,58,73,Agree,Agree,,,,,,,Strongly agree,Strongly agree,Strongly agree,,,,462198,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 20:21,4/11/2021 21:51,IP Address,74.67.189.254,100,5432,TRUE,4/11/2021 21:51,R_D7DLLlNkpYvn0Hf,,,,,43.07809448,-77.33709717,anonymous,EN,Start the survey,Female,31-35,White,Associate Degree,Lean Democrat,,,,,,,1 (never),1 (never),1 (not at all),100,100,50,50,Somewhat agree,Somewhat agree,,,,,,,,,,,,,817298,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 21:50,4/11/2021 21:51,IP Address,71.202.98.199,100,83,TRUE,4/11/2021 21:51,R_RJ2sED3fAAqHs2Z,,,,,37.5625,-122.0003967,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Lean Democrat,,,,,,,1 (never),1 (never),1 (not at all),90,90,52,48,Somewhat agree,Somewhat agree,Extremely dissatisfied,Strongly disagree,Below average,,,,,,,,,,584380,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 21:49,4/11/2021 21:55,IP Address,116.88.94.121,100,323,TRUE,4/11/2021 21:55,R_poQRTHr7GJCI0kV,,,,,1.302902222,103.8569946,anonymous,EN,Start the survey,Male,36-40,Asian or Asian American,Bachelor's Degree,Independent,78,70,40,40,Agree,Somewhat agree,2,2,3,,,,,,,,,,,,,,,,,,,165388,FL_39,,,,,,,FL_42,RTG,,,,,,,,,
4/11/2021 21:54,4/11/2021 21:55,IP Address,172.82.128.253,100,72,TRUE,4/11/2021 21:55,R_2uwZWOLECQ5XCMM,,,,,39.80039978,-88.29180145,anonymous,EN,Start the survey,Male,26-30,White,,Republican,75,59,85,78,Agree,Strongly agree,3,2,3,,,,,,,,,,,,,,,,,,,300844,,,,,,,,,,,,,,,FL_22,,,RTG
4/11/2021 21:44,4/11/2021 21:55,IP Address,196.17.64.104,100,657,TRUE,4/11/2021 21:55,R_1onxLCCUUHaJ9qJ,,,,,34.05439758,-118.2440033,anonymous,EN,Start the survey,Female,31-35,White,Bachelor's Degree,Democrat,,,,,,,1 (never),2,1 (not at all),38,88,94,18,Agree,Agree,Somewhat dissatisfied,Somewhat disagree,Below average,,,,,,,,,,363810,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 21:49,4/11/2021 21:56,IP Address,122.174.166.220,100,392,TRUE,4/11/2021 21:56,R_x5upaqkg2VQT1TP,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,26-30,White,Bachelor's Degree,Democrat,,,,,,,3,2,3,99,90,75,93,Somewhat disagree,Somewhat agree,,,,,,,Somewhat disagree,Somewhat agree,Somewhat agree,,,,492191,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 21:51,4/11/2021 21:56,IP Address,67.204.235.112,100,315,TRUE,4/11/2021 21:56,R_2BgtJMZNfRtPVmi,,,,,46.49000549,-80.98999786,anonymous,EN,Start the survey,Male,36-40,White,"Some college credit, no degree",Independent,,,,,,,1 (never),1 (never),1 (not at all),50,67,60,50,Strongly agree,Neither agree nor disagree,Extremely dissatisfied,Neither agree nor disagree,Below average,,,,,,,,,,600149,FL_37,FL_40,DTI,,,,,,,,,,,,,,,
4/11/2021 21:43,4/11/2021 21:56,IP Address,59.92.197.101,100,800,TRUE,4/11/2021 21:56,R_2fATq2FZiaWo7pT,,,,,9.940597534,76.26528931,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Master's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),50,100,50,50,Neither agree nor disagree,Neither agree nor disagree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,997749,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 21:49,4/11/2021 21:56,IP Address,63.75.249.55,100,442,TRUE,4/11/2021 21:56,R_3Pq4WbCrjINHR1s,,,,,39.61019897,-75.67469788,anonymous,EN,Start the survey,Female,51+,White,Bachelor's Degree,Democrat,,,,,,,3,2,4,59,80,49,64,Somewhat agree,Agree,,,,,,,,,,,,,607694,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 21:55,4/11/2021 21:57,IP Address,47.34.243.8,100,82,TRUE,4/11/2021 21:57,R_1GEqYGHXYqBZ4Fh,,,,,34.54040527,-117.3531952,anonymous,EN,Start the survey,Female,26-30,"White,Hispanic or Latino/a",Bachelor's Degree,Independent,,,,,,,1 (never),1 (never),1 (not at all),100,100,33,10,Strongly agree,Somewhat disagree,,,,,,,Somewhat agree,Strongly disagree,Strongly disagree,,,,212773,FL_38,,,,FL_41,DCV,,,,,,,,,,,,
4/11/2021 21:51,4/11/2021 21:57,IP Address,157.51.128.191,100,322,TRUE,4/11/2021 21:57,R_3I3lDZvRVmcijc0,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Republican,55,82,50,51,Neither agree nor disagree,Neither agree nor disagree,3,3,4,,,,,,,,,,,,,,,,,,,758156,,,,,,,,,,,,,,,FL_22,,,RTG
4/11/2021 21:53,4/11/2021 21:59,IP Address,177.154.14.122,100,376,TRUE,4/11/2021 21:59,R_214bAtV4P2iv3pL,,,,,-22.75979614,-42.53140259,anonymous,EN,Start the survey,Female,36-40,Hispanic or Latino/a,"Some college credit, no degree",Independent,,,,,,,1 (never),1 (never),1 (not at all),100,100,20,80,Disagree,Strongly disagree,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,,,,153826,FL_38,,,,FL_41,DTV,,,,,,,,,,,,
4/11/2021 21:57,4/11/2021 22:00,IP Address,63.75.251.82,100,129,TRUE,4/11/2021 22:00,R_3hfjqrwI17tEIyK,,,,,39.61019897,-75.67469788,anonymous,EN,Start the survey,Male,26-30,White,Bachelor's Degree,Democrat,,,,,,,3,2,4,78,86,76,88,Disagree,Strongly disagree,,,,,,,Somewhat disagree,Strongly disagree,Somewhat disagree,,,,408066,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 21:54,4/11/2021 22:00,IP Address,157.33.39.27,100,306,TRUE,4/11/2021 22:00,R_2dtjIXxv5TUbs11,,,,,18.61610413,73.72860718,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Lean Democrat,,,,,,,1 (never),1 (never),1 (not at all),65,90,80,55,Agree,Somewhat agree,Extremely dissatisfied,Somewhat disagree,One of the worst,,,,,,,,,,347923,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 21:51,4/11/2021 22:00,IP Address,122.183.153.186,100,513,TRUE,4/11/2021 22:00,R_O8AdVP6hMo0t6Mx,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,3,4 (always),4,72,88,78,88,Agree,Strongly agree,,,,,,,Somewhat agree,Strongly agree,Somewhat agree,,,,377556,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 21:53,4/11/2021 22:00,IP Address,63.75.255.12,100,404,TRUE,4/11/2021 22:00,R_3qChtbuwtiRZhgY,,,,,39.61019897,-75.67469788,anonymous,EN,Start the survey,Male,31-35,White,Bachelor's Degree,Strong Democrat,,,,,,,4 (always),4 (always),4,73,79,89,93,Somewhat disagree,Neither agree nor disagree,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,,,,969036,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 21:52,4/11/2021 22:01,IP Address,122.174.166.149,100,528,TRUE,4/11/2021 22:01,R_1dy1HyB0wk0CnVZ,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,White,Master's Degree,Strong Democrat,,,,,,,2,3,3,76,90,62,49,Agree,Somewhat agree,,,,,,,Somewhat agree,Neither agree nor disagree,Strongly agree,,,,667069,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 21:57,4/11/2021 22:02,IP Address,106.76.193.51,100,293,TRUE,4/11/2021 22:02,R_3rSphjHmmvDdmH3,,,,,17.37530518,78.47439575,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Master's Degree,Independent,,,,,,,2,3,3,90,93,100,100,Somewhat agree,Somewhat agree,,,,,,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,517101,FL_38,,,,FL_41,DCV,,,,,,,,,,,,
4/11/2021 22:04,4/11/2021 22:05,IP Address,122.164.92.231,100,62,TRUE,4/11/2021 22:05,R_2ALMbfdqHTw4OeC,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Master's Degree,Strong Democrat,,,,,,,3,4 (always),4,100,93,94,91,Agree,Strongly agree,,,,,,,,,,,,,199458,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 22:03,4/11/2021 22:06,IP Address,71.204.166.230,100,194,TRUE,4/11/2021 22:06,R_1DSTDIFqUZ9WExy,,,,,37.38589478,-122.0881958,anonymous,EN,Start the survey,Female,26-30,Asian or Asian American,Master's Degree,Strong Republican,22,93,96,44,Strongly agree,Strongly agree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,,,,451350,,,,,,,,,,,,,,,FL_22,,,RTG
4/11/2021 22:05,4/11/2021 22:07,IP Address,45.88.88.221,100,106,TRUE,4/11/2021 22:07,R_1S49ROly3MyI6bL,,,,,39.08529663,-77.64520264,anonymous,EN,Start the survey,Male,31-35,White,Bachelor's Degree,Strong Democrat,,,,,,,4 (always),3,4,31,87,70,88,Neither agree nor disagree,Somewhat agree,Extremely satisfied,Somewhat agree,Above average,,,,,,,,,,490527,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 22:05,4/11/2021 22:07,IP Address,122.174.166.84,100,86,TRUE,4/11/2021 22:07,R_bx6Tl3RFyinerKx,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Master's Degree,Democrat,,,,,,,3,4 (always),4,93,87,89,95,Disagree,Neither agree nor disagree,Extremely satisfied,Somewhat agree,One of the best,,,,,,,,,,661148,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 22:05,4/11/2021 22:07,IP Address,208.203.212.126,100,121,TRUE,4/11/2021 22:07,R_2cdOCb9m6wDlF70,,,,,39.98449707,-75.58599854,anonymous,EN,Start the survey,Male,31-35,White,Bachelor's Degree,Strong Democrat,,,,,,,4 (always),3,4,77,91,78,87,Strongly disagree,Somewhat agree,Extremely satisfied,Somewhat agree,Above average,,,,,,,,,,994986,,,,,,,,,,,FL_28,DTI,,,,,,
